City,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
NYC,Co-op City,40.87429419303012,-73.82993910812398,MTA MaBSTOA Bus Bx23 / Bx30 / Bx38 / Q50 at Donizetti Place & Baychester Ave (Section 1),40.87618793183889,-73.833838139328,Bus Station
NYC,Co-op City,40.87429419303012,-73.82993910812398,Optometry Bronx Eye Care,40.87028,-73.828611,Optical Shop
NYC,Eastchester,40.887555677350775,-73.82780644716412,Cozy Cottage Restaurant,40.88633207186384,-73.82761561924221,Diner
NYC,Eastchester,40.887555677350775,-73.82780644716412,Fish & Ting,40.885656,-73.829197,Caribbean Restaurant
NYC,Eastchester,40.887555677350775,-73.82780644716412,Mario's Pizza,40.88862762439113,-73.83126012557018,Pizza Place
NYC,Eastchester,40.887555677350775,-73.82780644716412,Dyre Fish Market,40.889317642958616,-73.83145257358296,Seafood Restaurant
NYC,Eastchester,40.887555677350775,-73.82780644716412,Royal Caribbean Bakery,40.888249,-73.831661,Caribbean Restaurant
NYC,Eastchester,40.887555677350775,-73.82780644716412,Dunkin',40.88538419291817,-73.8280987591753,Donut Shop
NYC,Eastchester,40.887555677350775,-73.82780644716412,Dyre Ave Diner,40.887968729082246,-73.83141284372412,Diner
NYC,Eastchester,40.887555677350775,-73.82780644716412,BowlerLand,40.88601990111869,-73.82320747767668,Bowling Alley
NYC,Eastchester,40.887555677350775,-73.82780644716412,McDonald's,40.88563631373264,-73.82683955509486,Fast Food Restaurant
NYC,Eastchester,40.887555677350775,-73.82780644716412,"Bee Line 60, 61, 62 MTA Bx16, Bx30 (Boston Road/Conner St)",40.88580984751669,-73.82805491348807,Bus Station
NYC,Eastchester,40.887555677350775,-73.82780644716412,Imperial beverage center,40.889146992600836,-73.82929692582755,Food & Drink Shop
NYC,Eastchester,40.887555677350775,-73.82780644716412,NYW&B Railway - Baychester,40.887882155187874,-73.83116319314648,Platform
NYC,Eastchester,40.887555677350775,-73.82780644716412,MTA Bus - BX 16,40.88790343813609,-73.83125388185631,Bus Station
NYC,Eastchester,40.887555677350775,-73.82780644716412,Golden Krust Caribbean Restaurant,40.888488,-73.83108299999999,Caribbean Restaurant
NYC,Eastchester,40.887555677350775,-73.82780644716412,"MTA MaBSTOA & Bee-Line Bus: (Bx16, BL 52, 55)",40.88800860085501,-73.83133279875986,Bus Station
NYC,Eastchester,40.887555677350775,-73.82780644716412,Dyre Deli Grocery,40.88823525219036,-73.8312823268945,Deli / Bodega
NYC,Eastchester,40.887555677350775,-73.82780644716412,MTA Subway - Eastchester/Dyre Ave (5),40.88798538407525,-73.83138309969671,Metro Station
NYC,Eastchester,40.887555677350775,-73.82780644716412,Sunshine Supermarket,40.888888,-73.831019,Deli / Bodega
NYC,Eastchester,40.887555677350775,-73.82780644716412,Freckle's Juice,40.88878559548764,-73.83117532757048,Juice Bar
NYC,Eastchester,40.887555677350775,-73.82780644716412,MTA Bus & Bee Line Bx16/W52 @ Dyre Avenue and Light Street,40.88816692651784,-73.83152504085197,Bus Stop
NYC,Eastchester,40.887555677350775,-73.82780644716412,Hostess Cakes,40.884608,-73.827487,Bakery
NYC,Fieldston,40.89543742690383,-73.90564259591682,Fieldston Road Circle,40.89448851736085,-73.90562087134356,Plaza
NYC,Fieldston,40.89543742690383,-73.90564259591682,Riverside Drive,40.896507486527454,-73.90826091791374,River
NYC,Fieldston,40.89543742690383,-73.90564259591682,MTA MaBSTOA Bus Bx7 / Bx10 / Bx20 / BxM1 / BxM2 / BxM18 at 246th St. / Hudson Parkway,40.89354823043404,-73.90815138816833,Bus Station
NYC,Fieldston,40.89543742690383,-73.90564259591682,Uptown Coffeehouse,40.892331,-73.905058,Music Venue
NYC,Riverdale,40.890834493891305,-73.9125854610857,Chase Bank,40.888089,-73.907921,Bank
NYC,Riverdale,40.890834493891305,-73.9125854610857,Seton Park,40.88791393116787,-73.91611321473175,Park
NYC,Riverdale,40.890834493891305,-73.9125854610857,Riverdale Ave,40.890424929507866,-73.91024841803598,Plaza
NYC,Riverdale,40.890834493891305,-73.9125854610857,MTA BX7 238th Stop,40.88903574764659,-73.9080494858546,Bus Station
NYC,Riverdale,40.890834493891305,-73.9125854610857,Hayden On Hudson Gym,40.889593,-73.917446,Gym
NYC,Riverdale,40.890834493891305,-73.9125854610857,MTA MaBSTOA Bus Bx7 / Bx10 / Bx20 / BxM1 / BxM2 / BxM18 at 246th St. / Hudson Parkway,40.89354823043404,-73.90815138816833,Bus Station
NYC,Riverdale,40.890834493891305,-73.9125854610857,Spuyten Duyvil Playground,40.8872269807248,-73.91605773455,Playground
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Garden Gourmet Market,40.88135023917183,-73.90338943716417,Gourmet Shop
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Leche y Miel,40.883742,-73.90185699999999,Latin American Restaurant
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Kingsbridge Social Club,40.884581,-73.901999,Pizza Place
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Carvel Ice Cream,40.883657145742866,-73.90165452034793,Ice Cream Shop
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,El Malecon,40.87933806746814,-73.90445707056641,Caribbean Restaurant
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Sam's Pizza,40.87943501792795,-73.90585879861192,Pizza Place
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,The Bronx Public,40.87837659295958,-73.90348117090952,Pub
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Bronx Alehouse,40.8846317,-73.899705,Beer Bar
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Redbox,40.882175,-73.902485,Video Store
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Enterprise Rent-A-Car,40.879866093214,-73.90384738148896,Rental Car Location
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Smashburger,40.8842208517097,-73.90033254824955,Burger Joint
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Mon Amour Coffee & Wine,40.88500863418534,-73.90033222698838,Coffee Shop
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Mattress Firm,40.88164138793945,-73.90306091308594,Mattress Store
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Picante Picante Mexican Restaurant,40.878252,-73.902936,Mexican Restaurant
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Estrellita Poblana V,40.879687039717524,-73.906256832975,Mexican Restaurant
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Sugarboy Bakery Cafe,40.877947999999996,-73.90286,Bakery
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,BJ's  Wholesale Club,40.88410355664641,-73.90026731218994,Warehouse Store
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,GNC,40.880013,-73.90440799999999,Supplement Shop
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Loeser's Delicatessen,40.879111,-73.905693,Sandwich Place
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,T-Mobile,40.87871094915832,-73.90523850917822,Mobile Phone Shop
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,T-Mobile,40.8844374,-73.8998735,Mobile Phone Shop
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Redbox,40.878409999999995,-73.90463299999999,Video Store
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Lot Less Closeouts,40.878270422202085,-73.9052646742604,Discount Store
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Chipotle Mexican Grill,40.88456619551229,-73.9004737612446,Mexican Restaurant
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Subway,40.884486380794506,-73.9002752244727,Sandwich Place
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Louie's Dale Diner,40.87870891291501,-73.90431181834758,Burger Joint
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,El Economico Restaurant,40.87933018698782,-73.90459710835415,Spanish Restaurant
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,FedEx Office Print & Ship Center,40.882667,-73.901487,Shipping Store
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Subway,40.878464979323944,-73.9055176422437,Sandwich Place
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Papa John's Pizza,40.87846686452555,-73.90299731682387,Pizza Place
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Q'Kachapa,40.880005888670006,-73.9041570896363,Spanish Restaurant
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Buffalo Wild Wings,40.88446010603608,-73.90042394399643,Wings Joint
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Tilila,40.88387242577101,-73.89820853750416,Bar
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,MyUnique,40.88196572342435,-73.90358396335206,Thrift / Vintage Store
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,ALDI,40.8778363,-73.9046557,Supermarket
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,The Local,40.87855275865213,-73.90346176628925,Bar
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Chase Bank,40.87918782612045,-73.90491556516147,Bank
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Land & Sea Restaurant,40.87788463309788,-73.90587282193539,Seafood Restaurant
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Dunkin',40.87930809459452,-73.90506640147964,Donut Shop
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Domino's Pizza,40.8842,-73.9024,Pizza Place
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,IHOP,40.880422088659074,-73.90401864379297,Breakfast Spot
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Dunkin',40.87929565446632,-73.90513513194202,Café
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Dunkin',40.88444151875646,-73.90018467940683,Donut Shop
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Gold Mine Cafe,40.87891576866267,-73.90469763627074,Café
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Riverdale Diner,40.88518285486937,-73.89948352054364,Diner
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,The Bridge Tavern,40.883495380089926,-73.9017625732257,Sports Bar
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Petco,40.88412259663246,-73.89933923911794,Pet Store
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,KFC,40.8801638310206,-73.90425289392198,Fried Chicken Joint
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Mr. McGoo's,40.87941944187052,-73.90424277141844,Bar
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Cold Cut City,40.8791735908651,-73.90575340287347,Sandwich Place
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Popeyes Louisiana Kitchen,40.87933422856829,-73.90495492507628,Fried Chicken Joint
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Hola España,40.87915969295343,-73.90455296034935,Latin American Restaurant
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Stop & Shop,40.8820633,-73.9020583,Supermarket
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Walgreens,40.8785384,-73.9047797,Pharmacy
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Rite Aid,40.885481,-73.900814,Pharmacy
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Silhouette Restaurant & Lounge,40.88070643866,-73.90268654351613,Latin American Restaurant
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Foodtown,40.878524,-73.905296,Grocery Store
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,McDonald's,40.8840672,-73.9017116,Fast Food Restaurant
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Ocean Dip Seafood,40.880592346191406,-73.90287017822266,Seafood Restaurant
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Uptown Sports Complex,40.88027120773348,-73.90316369123875,Gym / Fitness Center
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Stella D'oro Biscuit Co,40.883201599121094,-73.90043640136719,Bakery
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,The Punchbowl,40.885019560687695,-73.90066150520914,Bar
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Kingsbridge Wine And Spirits,40.88431167602539,-73.90221405029297,Liquor Store
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Deegan Motel,40.882749,-73.89886,Hotel
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,New Kingsbridge Deli Grocery,40.880209,-73.90688399999999,Deli / Bodega
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Oni Beauty Salon,40.880444,-73.90731600000001,Cosmetics Shop
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,UPS Access Point location,40.87914,-73.89917,Shipping Store
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Kingsbridge-Riverdale Farmers' Market,40.879973,-73.90729499999999,Vegetarian / Vegan Restaurant
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Bronx express superette,40.88258639418682,-73.8977829575807,Convenience Store
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Guan Hin Restaurant,40.883705,-73.897896,Chinese Restaurant
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Mama Maria's Pizza,40.885559,-73.90043667,Pizza Place
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Van Cortlandt Deli,40.88517705947143,-73.89952611405425,Deli / Bodega
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,High Ridge News and Cards,40.88517787681991,-73.89945671267607,Deli / Bodega
NYC,Kingsbridge,40.88168737120521,-73.90281798724604,Fort Independence Park,40.88152213955193,-73.8969970359663,Park
NYC,Marble Hill,40.87655077879964,-73.91065965862981,Bikram Yoga,40.876843690797934,-73.90620384419528,Yoga Studio
NYC,Marble Hill,40.87655077879964,-73.91065965862981,Arturo's,40.87441177110231,-73.91027100981574,Pizza Place
NYC,Marble Hill,40.87655077879964,-73.91065965862981,Tibbett Diner,40.8804044222466,-73.90893738006402,Diner
NYC,Marble Hill,40.87655077879964,-73.91065965862981,Rite Aid,40.875466574434704,-73.90890629016033,Pharmacy
NYC,Marble Hill,40.87655077879964,-73.91065965862981,Subway,40.8746665302951,-73.9095858429637,Sandwich Place
NYC,Marble Hill,40.87655077879964,-73.91065965862981,Vitamin Shoppe,40.87716,-73.905632,Supplement Shop
NYC,Marble Hill,40.87655077879964,-73.91065965862981,Baskin-Robbins,40.87713228361307,-73.90667840652725,Ice Cream Shop
NYC,Marble Hill,40.87655077879964,-73.91065965862981,Starbucks,40.87753134921497,-73.90558216359267,Coffee Shop
NYC,Marble Hill,40.87655077879964,-73.91065965862981,The Children's Place,40.873671591133125,-73.90815619608166,Kids Store
NYC,Marble Hill,40.87655077879964,-73.91065965862981,America's Best Contacts & Eyeglasses,40.874001,-73.909693,Optical Shop
NYC,Marble Hill,40.87655077879964,-73.91065965862981,TCR The Club of Riverdale,40.8786283,-73.9145678,Tennis Stadium
NYC,Marble Hill,40.87655077879964,-73.91065965862981,Auntie Anne's,40.8773995,-73.9049467,Bakery
NYC,Marble Hill,40.87655077879964,-73.91065965862981,Lot Less Closeouts,40.878270422202085,-73.9052646742604,Discount Store
NYC,Marble Hill,40.87655077879964,-73.91065965862981,U-Haul Moving & Storage of Riverdale,40.87836874312277,-73.90953147870039,Storage Facility
NYC,Marble Hill,40.87655077879964,-73.91065965862981,Subway,40.878464979323944,-73.9055176422437,Sandwich Place
NYC,Marble Hill,40.87655077879964,-73.91065965862981,Land & Sea Restaurant,40.87788463309788,-73.90587282193539,Seafood Restaurant
NYC,Marble Hill,40.87655077879964,-73.91065965862981,TD Bank,40.8794958,-73.9092856,Bank
NYC,Marble Hill,40.87655077879964,-73.91065965862981,T.J. Maxx,40.87723198343352,-73.90504239962168,Department Store
NYC,Marble Hill,40.87655077879964,-73.91065965862981,Dunkin',40.87713584201589,-73.90666550701411,Donut Shop
NYC,Marble Hill,40.87655077879964,-73.91065965862981,Blink Fitness,40.877271495944626,-73.90559491338075,Gym
NYC,Marble Hill,40.87655077879964,-73.91065965862981,Forever 21,40.87747,-73.90594,Clothing Store
NYC,Marble Hill,40.87655077879964,-73.91065965862981,Parrilla Latina,40.87747294351472,-73.90607346968568,Steakhouse
NYC,Marble Hill,40.87655077879964,-73.91065965862981,Terrace View Delicatessen,40.875995,-73.913151,Deli / Bodega
NYC,Marble Hill,40.87655077879964,-73.91065965862981,Grill 26 at TCR,40.878802209517126,-73.9156723022461,American Restaurant
NYC,Woodlawn,40.89827261213805,-73.86731496814176,Katonah Pizza and Pasta,40.89878411126604,-73.86745706580207,Pizza Place
NYC,Woodlawn,40.89827261213805,-73.86731496814176,Rambling House,40.898439240536966,-73.86719657644849,Pub
NYC,Woodlawn,40.89827261213805,-73.86731496814176,Curry Spot,40.897624941880906,-73.86714729157393,Indian Restaurant
NYC,Woodlawn,40.89827261213805,-73.86731496814176,Patrizia's Of Woodlawn,40.900638399332884,-73.86772361835486,Italian Restaurant
NYC,Woodlawn,40.89827261213805,-73.86731496814176,The Chipper Truck,40.899619499543256,-73.87147353617637,Food Truck
NYC,Woodlawn,40.89827261213805,-73.86731496814176,John Muir Nature Trail,40.899504,-73.873027,Trail
NYC,Woodlawn,40.89827261213805,-73.86731496814176,Enterprise Rent-A-Car,40.89609114069422,-73.8653639853328,Rental Car Location
NYC,Woodlawn,40.89827261213805,-73.86731496814176,CTown Supermarkets,40.897495761710346,-73.86736015413362,Grocery Store
NYC,Woodlawn,40.89827261213805,-73.86731496814176,Dunkin',40.896036409903786,-73.86357007637196,Donut Shop
NYC,Woodlawn,40.89827261213805,-73.86731496814176,Prime Cuts,40.89985495450702,-73.86761273659502,Food & Drink Shop
NYC,Woodlawn,40.89827261213805,-73.86731496814176,MMJ Wines & Spirits,40.897045,-73.86737,Liquor Store
NYC,Woodlawn,40.89827261213805,-73.86731496814176,Bella Napoli 2,40.896781,-73.867338,Pizza Place
NYC,Woodlawn,40.89827261213805,-73.86731496814176,Greenland Deli,40.89893285260015,-73.86754566531529,Deli / Bodega
NYC,Woodlawn,40.89827261213805,-73.86731496814176,Ivy's Nails,40.900013,-73.867388,Cosmetics Shop
NYC,Woodlawn,40.89827261213805,-73.86731496814176,Celtic House,40.897876000000004,-73.86750699999999,Pub
NYC,Woodlawn,40.89827261213805,-73.86731496814176,Angelica's Bakery,40.89918283532642,-73.867552759052,Bakery
NYC,Woodlawn,40.89827261213805,-73.86731496814176,The Kitchen,40.899733,-73.867408,American Restaurant
NYC,Woodlawn,40.89827261213805,-73.86731496814176,Woodlawn Heights Family Market,40.897351,-73.86744,Food & Drink Shop
NYC,Woodlawn,40.89827261213805,-73.86731496814176,John Mulligans Fireside Pub,40.89777632017523,-73.86716049035307,Pub
NYC,Woodlawn,40.89827261213805,-73.86731496814176,Metro North - Woodlawn Train Station,40.895590912855496,-73.8628137399376,Train Station
NYC,Woodlawn,40.89827261213805,-73.86731496814176,Craigs Hot Dogs,40.8970405788897,-73.86293433653844,Food Truck
NYC,Woodlawn,40.89827261213805,-73.86731496814176,The Corner Scone,40.898598,-73.862579,Deli / Bodega
NYC,Woodlawn,40.89827261213805,-73.86731496814176,Muskrat Cove,40.89661462254967,-73.86244620698331,Park
NYC,Woodlawn,40.89827261213805,-73.86731496814176,Woodlawn Playground,40.899877093515826,-73.87224302213575,Playground
NYC,Woodlawn,40.89827261213805,-73.86731496814176,Bella Napoli 2,40.89672979186445,-73.86231986737155,Pizza Place
NYC,Woodlawn,40.89827261213805,-73.86731496814176,Stillwell Park,40.90210471148085,-73.8652084300118,Playground
NYC,Norwood,40.87722415599446,-73.8793907395681,Sal's Pizzeria,40.875269350530566,-73.87956260705728,Pizza Place
NYC,Norwood,40.87722415599446,-73.8793907395681,Nicky's Coffee Shop,40.874932786273384,-73.87940404957489,Coffee Shop
NYC,Norwood,40.87722415599446,-73.8793907395681,Williamsbridge Reservoir Oval,40.87703278924706,-73.87733074138687,Park
NYC,Norwood,40.87722415599446,-73.8793907395681,Marconi Pizzeria,40.880766406357665,-73.87780801932352,Pizza Place
NYC,Norwood,40.87722415599446,-73.8793907395681,Capital One Bank,40.8747272,-73.8796602,Bank
NYC,Norwood,40.87722415599446,-73.8793907395681,Queen of Tacos,40.8802,-73.883434,Mexican Restaurant
NYC,Norwood,40.87722415599446,-73.8793907395681,T-Mobile,40.8733512172501,-73.87748004040915,Mobile Phone Shop
NYC,Norwood,40.87722415599446,-73.8793907395681,T-Mobile,40.872766,-73.878644,Mobile Phone Shop
NYC,Norwood,40.87722415599446,-73.8793907395681,Chase Bank,40.875331,-73.8798315,Bank
NYC,Norwood,40.87722415599446,-73.8793907395681,SUBWAY,40.87281809506911,-73.87831163680261,Sandwich Place
NYC,Norwood,40.87722415599446,-73.8793907395681,CVS pharmacy,40.87449900511392,-73.87951536062447,Pharmacy
NYC,Norwood,40.87722415599446,-73.8793907395681,CVS pharmacy,40.87903936605434,-73.87422202277044,Pharmacy
NYC,Norwood,40.87722415599446,-73.8793907395681,Mosholu Park,40.87823436524028,-73.8831639289856,Park
NYC,Norwood,40.87722415599446,-73.8793907395681,Foodtown,40.873496,-73.878825,Grocery Store
NYC,Norwood,40.87722415599446,-73.8793907395681,El Presidente II,40.880516213384304,-73.88323277718456,Spanish Restaurant
NYC,Norwood,40.87722415599446,-73.8793907395681,Williamsbridge Oval Park Playground,40.87804507571685,-73.87698620474752,Park
NYC,Norwood,40.87722415599446,-73.8793907395681,Adams Halal Truck,40.879266593984156,-73.87916825989994,Food Truck
NYC,Norwood,40.87722415599446,-73.8793907395681,MTA Bus Stop - BX10/BX16/BX28/BX30/BX34/BX38,40.879816496734485,-73.87862274838982,Bus Stop
NYC,Norwood,40.87722415599446,-73.8793907395681,McDonald's,40.8729072,-73.8787104,Fast Food Restaurant
NYC,Norwood,40.87722415599446,-73.8793907395681,MTA MaBSTOA Bus Bx10 / Bx16 / Bx28 / Bx30 / Bx34 / Bx38 At Bainbridge Ave & Gun Hill Road,40.8803422650883,-73.87868904,Bus Station
NYC,Norwood,40.87722415599446,-73.8793907395681,East 205th St,40.87388231771641,-73.87641197566941,Park
NYC,Norwood,40.87722415599446,-73.8793907395681,E & N Pet Paradise,40.879437,-73.874461,Pet Store
NYC,Norwood,40.87722415599446,-73.8793907395681,"MTA MaBSTOA & Bee-Line Bus at Jerome Ave & Mosholu Pkwy: (Bx1, Bx2, Bx10, Bx28, Bx38 & BL 4, 20, 21)",40.87928892930588,-73.88450503349304,Bus Station
NYC,Norwood,40.87722415599446,-73.8793907395681,Happy Dragon,40.88041,-73.883442,Chinese Restaurant
NYC,Norwood,40.87722415599446,-73.8793907395681,M & R Pizza,40.88057929014473,-73.8832210222942,Pizza Place
NYC,Norwood,40.87722415599446,-73.8793907395681,K&S Wine & Liquor,40.880348757594454,-73.88357249191725,Liquor Store
NYC,Norwood,40.87722415599446,-73.8793907395681,Kennedys chicken and pizza,40.87867736816406,-73.87384033203125,Burger Joint
NYC,Williamsbridge,40.88103887819211,-73.85744642974207,Cue Lounge,40.884163389332585,-73.8564844261784,Bar
NYC,Williamsbridge,40.88103887819211,-73.85744642974207,The Dumplin Shop,40.88414315581045,-73.856449229114,Caribbean Restaurant
NYC,Williamsbridge,40.88103887819211,-73.85744642974207,Club Mystique,40.88414927642994,-73.85647600392656,Nightclub
NYC,Williamsbridge,40.88103887819211,-73.85744642974207,Big Brother Deli,40.878928,-73.861889,Deli / Bodega
NYC,Baychester,40.866858107252696,-73.83579759808117,Caridad & Louie,40.86584304086998,-73.83770669702484,Spanish Restaurant
NYC,Baychester,40.866858107252696,-73.83579759808117,Chase Bank,40.866076105543534,-73.83836965596883,Bank
NYC,Baychester,40.866858107252696,-73.83579759808117,Mattress Firm,40.86882781982422,-73.83390808105469,Mattress Store
NYC,Baychester,40.866858107252696,-73.83579759808117,SUBWAY,40.868719,-73.83370699999999,Sandwich Place
NYC,Baychester,40.866858107252696,-73.83579759808117,Dollar Tree,40.8643798828125,-73.835205078125,Discount Store
NYC,Baychester,40.866858107252696,-73.83579759808117,Shake Shack,40.86735,-73.83076,Burger Joint
NYC,Baychester,40.866858107252696,-73.83579759808117,Dunkin',40.86780008007166,-73.8333645677676,Donut Shop
NYC,Baychester,40.866858107252696,-73.83579759808117,Pizza Hut,40.8686218839239,-73.83380771265149,Pizza Place
NYC,Baychester,40.866858107252696,-73.83579759808117,7-Eleven,40.870079040527344,-73.83220672607422,Convenience Store
NYC,Baychester,40.866858107252696,-73.83579759808117,Planet Fitness,40.86329786974066,-73.83556764832478,Gym / Fitness Center
NYC,Baychester,40.866858107252696,-73.83579759808117,Petco,40.86320122,-73.83454249,Pet Store
NYC,Baychester,40.866858107252696,-73.83579759808117,Moe's Southwest Grill,40.86631,-73.83032,Mexican Restaurant
NYC,Baychester,40.866858107252696,-73.83579759808117,McDonald's,40.86870592437685,-73.83058532145697,Fast Food Restaurant
NYC,Baychester,40.866858107252696,-73.83579759808117,Popeyes Louisiana Kitchen,40.868609852793575,-73.8311248636084,Fried Chicken Joint
NYC,Baychester,40.866858107252696,-73.83579759808117,Men's Wearhouse,40.869281189996855,-73.83092614068846,Men's Store
